V4,V11,V14,V2,V8,V5,V1,V15,V13,V9,V3,V6,V7,V10,V12,V16,Class
tertiary,apr,-1,blue-collar,yes,no,43,0,1,cellular,married,20,no,18,73,unknown,1
secondary,jun,-1,blue-collar,no,no,59,0,1,cellular,married,302,no,13,105,unknown,1
secondary,apr,-1,blue-collar,no,no,59,0,2,cellular,single,1036,no,27,859,unknown,1
tertiary,jul,-1,admin.,no,no,46,0,2,cellular,single,111,no,25,179,unknown,2
secondary,aug,-1,technician,no,yes,44,0,1,unknown,divorced,1301,no,7,857,unknown,1
secondary,nov,-1,management,no,no,38,0,2,cellular,divorced,1394,yes,27,185,unknown,2
tertiary,may,-1,admin.,no,no,43,0,1,cellular,married,665,yes,12,94,success,1
primary,may,-1,blue-collar,no,no,40,0,1,cellular,single,856,no,27,124,failure,1
secondary,may,-1,management,no,no,29,0,1,cellular,single,0,yes,20,759,unknown,1
tertiary,may,-1,services,no,no,30,0,2,cellular,single,2038,no,20,6,unknown,1
secondary,may,-1,technician,no,no,32,0,1,unknown,single,876,no,12,55,unknown,1
tertiary,apr,-1,blue-collar,no,no,48,0,3,cellular,married,352,no,11,105,unknown,1
tertiary,may,-1,management,no,no,33,0,1,cellular,divorced,536,yes,14,967,unknown,1
secondary,jul,-1,technician,yes,no,47,0,3,cellular,married,972,no,30,113,unknown,1
secondary,nov,-1,management,no,no,39,0,4,cellular,divorced,8000,yes,28,132,unknown,1
secondary,nov,-1,blue-collar,no,no,51,0,3,unknown,married,1311,yes,16,452,unknown,1
secondary,jul,-1,unemployed,yes,no,50,0,2,unknown,married,-15,yes,15,478,unknown,1
secondary,jul,-1,blue-collar,no,no,22,0,1,cellular,married,0,no,8,20,failure,2
secondary,may,-1,blue-collar,no,no,34,1,1,unknown,married,920,yes,12,113,unknown,1
tertiary,jun,-1,management,yes,no,38,0,5,unknown,single,1,yes,14,150,unknown,1
tertiary,may,-1,entrepreneur,yes,no,29,0,4,cellular,married,2115,yes,27,142,unknown,1
secondary,jul,-1,entrepreneur,no,no,52,0,2,cellular,married,313,yes,23,151,unknown,1
secondary,may,-1,management,yes,no,55,0,1,cellular,married,1373,no,7,714,unknown,1
secondary,nov,-1,technician,no,no,43,0,6,cellular,married,7601,no,27,171,unknown,2
secondary,apr,-1,admin.,no,no,47,1,1,cellular,married,-1,yes,20,95,unknown,1
tertiary,jul,-1,blue-collar,no,no,39,0,1,cellular,divorced,2699,yes,29,123,unknown,1
tertiary,apr,-1,services,no,no,34,0,2,cellular,single,1596,no,9,195,unknown,2
secondary,jul,-1,admin.,no,no,30,0,4,unknown,married,1055,no,6,1195,unknown,1
secondary,nov,-1,management,no,no,34,0,2,unknown,single,595,yes,1,449,unknown,1
secondary,feb,-1,admin.,no,no,59,0,1,cellular,married,839,no,18,130,success,1
secondary,may,-1,retired,no,no,51,0,1,unknown,married,0,yes,11,184,unknown,1
tertiary,may,-1,management,no,no,45,0,1,cellular,married,-192,yes,13,171,success,1
secondary,aug,-1,blue-collar,no,no,31,0,4,cellular,married,0,yes,20,474,unknown,1
tertiary,may,-1,housemaid,no,no,56,0,1,cellular,married,475,yes,27,111,unknown,1
secondary,jul,-1,management,no,no,31,0,3,unknown,single,857,yes,30,111,unknown,1
secondary,jul,-1,technician,no,no,43,0,3,cellular,married,1245,yes,2,73,unknown,1
secondary,may,344,management,no,no,33,2,6,cellular,single,3623,yes,19,27,unknown,1
secondary,jul,-1,blue-collar,no,no,51,0,4,cellular,married,121,yes,19,387,failure,1
tertiary,aug,-1,technician,no,no,33,0,1,cellular,married,817,no,15,258,unknown,2
secondary,jul,-1,blue-collar,yes,no,33,0,1,cellular,married,1587,yes,28,744,unknown,1
unknown,jan,-1,admin.,no,no,44,0,3,cellular,single,2860,yes,20,163,unknown,1
secondary,may,-1,technician,no,no,48,0,2,unknown,single,741,yes,9,126,unknown,1
secondary,jun,-1,management,yes,no,39,0,3,cellular,single,0,no,29,150,unknown,1
tertiary,may,-1,retired,no,no,36,0,2,cellular,divorced,1279,no,4,958,failure,1
primary,jul,-1,admin.,no,no,58,0,1,unknown,married,2976,yes,11,77,unknown,1
secondary,may,-1,technician,no,no,52,0,2,cellular,married,1130,no,26,764,failure,1
secondary,may,244,blue-collar,no,no,33,0,2,cellular,married,30,no,29,496,failure,1
secondary,jul,-1,technician,no,no,43,0,1,unknown,married,-227,yes,14,462,unknown,1
secondary,jul,258,blue-collar,no,no,53,0,1,cellular,single,908,yes,14,10,unknown,1
tertiary,feb,-1,management,no,no,59,0,6,cellular,single,-348,yes,3,94,unknown,1
secondary,mar,-1,technician,no,no,44,0,3,cellular,single,-1,yes,9,184,unknown,1
tertiary,may,178,entrepreneur,no,no,37,0,2,cellular,single,-1140,yes,12,1239,unknown,1
secondary,may,-1,management,yes,no,37,0,2,cellular,married,5,yes,19,82,unknown,1
secondary,may,-1,entrepreneur,no,no,39,0,1,cellular,single,1,yes,4,351,unknown,2
secondary,may,-1,management,yes,yes,32,0,1,cellular,single,0,no,14,1305,unknown,2
tertiary,jul,-1,unemployed,no,no,46,0,5,unknown,single,542,no,11,-1,unknown,1
secondary,aug,-1,services,no,no,36,0,1,cellular,married,-196,yes,15,479,unknown,1
secondary,may,-1,unemployed,no,no,41,0,1,unknown,single,615,no,7,145,unknown,1
tertiary,may,-1,management,no,no,33,0,1,cellular,single,628,yes,29,9,unknown,2
tertiary,apr,-1,services,no,no,34,0,2,unknown,single,578,yes,29,65,unknown,1
tertiary,feb,-1,blue-collar,no,no,52,0,1,unknown,single,16,no,27,184,failure,1
tertiary,nov,-1,blue-collar,yes,no,36,0,2,unknown,divorced,679,yes,26,242,unknown,2
secondary,jul,-1,services,no,no,31,0,2,cellular,married,787,no,19,223,failure,1
secondary,apr,-1,services,no,no,33,0,1,unknown,divorced,1291,no,6,636,unknown,2
primary,jun,-1,blue-collar,no,no,33,0,2,unknown,single,0,yes,10,-1,unknown,1
secondary,jul,-1,management,no,no,43,0,1,cellular,married,1415,yes,25,105,unknown,1
secondary,jun,-1,blue-collar,no,no,33,0,3,unknown,married,797,yes,28,169,unknown,2
secondary,jul,-1,admin.,no,no,33,0,1,cellular,single,-9,yes,6,159,unknown,1
secondary,jul,-1,blue-collar,no,no,47,0,2,cellular,married,709,yes,18,695,unknown,1
secondary,jun,-1,blue-collar,no,no,57,0,2,cellular,single,856,no,13,437,unknown,1
secondary,may,-1,blue-collar,no,no,32,0,2,cellular,married,-342,yes,6,0,unknown,1
secondary,feb,-1,technician,no,no,40,0,3,cellular,single,-212,no,26,167,unknown,1
secondary,jul,-1,admin.,no,no,33,0,2,cellular,single,3432,yes,14,108,unknown,1
secondary,apr,-1,services,no,no,48,2,1,cellular,single,2879,yes,11,568,success,1
primary,jun,-1,management,no,no,46,0,1,unknown,married,476,yes,5,616,success,2
secondary,may,-1,retired,no,no,53,0,7,cellular,single,782,yes,25,169,unknown,2
tertiary,feb,-1,management,no,no,35,0,1,cellular,married,456,yes,20,48,unknown,2
tertiary,aug,-1,blue-collar,no,no,75,0,2,cellular,married,2077,yes,9,138,unknown,1
tertiary,nov,-1,blue-collar,no,no,33,0,1,cellular,married,1636,no,16,168,unknown,1
secondary,may,-1,blue-collar,no,no,32,0,2,unknown,married,3129,yes,29,82,unknown,1
primary,jul,-1,technician,no,no,49,0,2,cellular,married,858,yes,16,6,unknown,1
tertiary,jul,-1,services,no,no,31,0,2,unknown,married,991,yes,7,104,unknown,1
secondary,aug,-1,admin.,no,no,33,0,1,unknown,married,0,yes,30,150,unknown,2
secondary,may,-1,housemaid,no,no,46,0,1,cellular,married,785,no,23,159,unknown,1
secondary,jun,-1,admin.,no,no,49,7,1,cellular,married,414,no,17,112,unknown,1
secondary,may,-1,services,no,no,44,0,2,cellular,married,0,no,15,107,unknown,1
secondary,jul,-1,management,yes,no,48,0,4,cellular,married,0,no,12,208,unknown,1
tertiary,may,-1,blue-collar,no,no,31,0,1,cellular,single,3915,yes,7,236,unknown,1
secondary,jul,-1,technician,no,no,35,0,2,cellular,married,1030,yes,21,174,unknown,1
tertiary,may,-1,management,yes,no,47,0,1,unknown,married,1533,no,21,390,unknown,1
tertiary,jul,325,management,no,no,34,0,1,cellular,single,514,yes,16,152,unknown,1
primary,apr,-1,management,no,no,32,0,1,cellular,married,5,no,6,10,unknown,1
secondary,jul,-1,management,no,no,34,0,1,cellular,married,568,yes,19,168,unknown,1
secondary,nov,-1,admin.,no,no,54,0,2,cellular,divorced,2488,yes,14,122,unknown,1
secondary,may,-1,services,no,no,38,0,2,unknown,single,495,yes,19,1,unknown,1
tertiary,may,287,technician,no,no,58,0,2,cellular,single,2927,yes,7,195,unknown,1
secondary,may,-1,technician,no,no,36,0,1,unknown,single,544,no,4,163,unknown,1
tertiary,aug,-1,technician,no,no,42,0,1,cellular,single,1216,yes,14,151,failure,1
primary,aug,-1,services,yes,no,41,0,2,unknown,divorced,958,no,8,156,unknown,1
secondary,aug,-1,technician,no,no,31,0,2,cellular,married,12245,no,20,183,unknown,1
secondary,may,-1,management,no,no,55,0,2,cellular,married,-1637,yes,11,93,failure,1
secondary,jun,-1,management,no,no,31,0,1,cellular,married,1409,yes,7,852,unknown,1
tertiary,jun,-1,management,no,no,37,0,1,cellular,single,5270,yes,13,138,failure,1
secondary,jul,-1,management,no,no,31,0,3,unknown,married,2332,no,21,131,unknown,1
secondary,jun,-1,admin.,yes,no,37,0,1,unknown,married,685,yes,18,196,unknown,1
secondary,jun,-1,blue-collar,no,no,45,0,2,cellular,single,-287,yes,30,-1,unknown,1
tertiary,may,-1,admin.,no,no,40,0,1,cellular,married,828,no,29,479,unknown,2
tertiary,jun,-1,technician,no,no,47,0,2,cellular,single,-292,yes,13,157,unknown,1
secondary,may,-1,management,no,no,37,0,2,cellular,married,749,no,15,716,unknown,1
secondary,jul,-1,management,no,no,30,0,1,cellular,divorced,499,no,5,138,unknown,1
secondary,aug,-1,retired,no,no,41,0,1,unknown,married,1,no,13,119,success,2
secondary,may,-1,blue-collar,no,no,32,0,5,cellular,divorced,157,yes,2,461,unknown,1
tertiary,may,-1,blue-collar,no,no,56,0,2,cellular,divorced,292,yes,8,573,unknown,1
primary,nov,164,management,no,no,47,0,4,cellular,married,1629,no,14,277,failure,1
secondary,jun,-1,management,no,no,49,0,1,unknown,married,155,no,19,181,unknown,1
tertiary,jul,-1,admin.,no,no,44,2,2,cellular,single,916,no,12,178,unknown,1
primary,may,-1,blue-collar,no,no,39,0,1,unknown,married,165,no,2,288,unknown,2
secondary,jul,-1,blue-collar,no,no,39,0,2,cellular,single,384,yes,30,0,failure,1
secondary,jul,385,technician,no,no,42,0,5,cellular,single,1213,yes,5,-1,unknown,1
secondary,may,-1,management,yes,no,49,0,3,cellular,single,121,no,20,638,unknown,2
primary,nov,-1,technician,no,no,42,0,1,unknown,single,352,no,15,103,unknown,2
tertiary,may,-1,blue-collar,no,no,33,0,1,unknown,single,474,yes,21,694,unknown,1
secondary,aug,-1,admin.employed,yes,no,36,0,2,cellular,married,543,yes,17,6,unknown,1
primary,feb,-1,management,no,no,35,0,1,cellular,single,1792,yes,6,124,failure,1
tertiary,nov,-1,management,no,no,55,0,2,unknown,single,2688,yes,19,103,unknown,1
secondary,jul,-1,management,no,no,49,0,2,unknown,single,1679,yes,14,123,unknown,1
secondary,jul,-1,blue-collar,yes,no,39,2,1,cellular,married,979,yes,23,182,other,1
tertiary,jun,-1,blue-collar,no,no,35,0,1,cellular,single,15,no,18,112,unknown,1
tertiary,aug,-1,self-employed,yes,no,30,0,3,unknown,single,976,yes,29,116,unknown,1
secondary,apr,-1,blue-collar,no,no,37,0,7,unknown,married,68,yes,17,138,unknown,1
tertiary,may,-1,management,no,no,30,0,2,cellular,married,0,no,20,163,unknown,1
secondary,jul,-1,blue-collar,no,no,33,0,5,cellular,married,179,yes,28,562,unknown,1
tertiary,may,-1,management,yes,no,44,0,1,cellular,single,0,yes,18,136,unknown,1
tertiary,jul,-1,blue-collar,yes,no,56,0,1,unknown,married,545,no,17,195,unknown,1
secondary,jul,-1,admin.,no,no,38,3,2,cellular,married,3770,no,1,159,unknown,1
tertiary,aug,-1,services,yes,no,37,0,1,cellular,married,715,yes,8,672,unknown,1
secondary,may,-1,retired,no,no,36,0,1,cellular,married,1415,yes,18,179,unknown,1
secondary,may,-1,admin.,no,no,35,0,2,cellular,divorced,-14,yes,4,126,failure,1
tertiary,jul,-1,services,no,no,29,0,7,unknown,single,1313,no,15,127,unknown,1
unknown,apr,-1,services,yes,no,37,2,1,cellular,single,859,yes,13,108,unknown,1
secondary,jul,-1,blue-collar,yes,no,52,0,4,unknown,married,3302,yes,12,636,unknown,1
secondary,apr,-1,blue-collar,no,no,55,0,1,unknown,married,0,no,6,246,unknown,1
secondary,may,-1,technician,no,no,60,0,4,cellular,single,1036,yes,18,552,unknown,1
secondary,jun,-1,management,no,no,34,9,2,cellular,single,-1638,yes,28,279,unknown,1
tertiary,oct,-1,housemaid,yes,no,53,0,2,cellular,single,-312,yes,12,275,unknown,1
secondary,jun,-1,blue-collar,no,no,34,0,1,cellular,single,1311,yes,21,53,unknown,1
secondary,feb,-1,management,no,no,30,0,2,cellular,single,0,no,4,140,unknown,1
secondary,jul,-1,technician,no,no,34,0,1,cellular,married,-240,no,3,54,failure,1
secondary,apr,-1,management,no,no,48,0,2,cellular,married,715,no,26,67,unknown,1
secondary,aug,-1,management,no,no,48,0,1,cellular,married,1603,no,31,185,unknown,1
tertiary,nov,-1,management,no,no,56,0,1,cellular,married,1431,yes,16,168,unknown,1
tertiary,may,-1,management,no,no,40,1,4,cellular,married,1673,yes,8,372,unknown,1
secondary,aug,-1,management,no,no,30,0,1,unknown,divorced,341,yes,4,138,unknown,2
tertiary,may,-1,blue-collar,no,no,39,0,5,cellular,married,209,no,17,179,unknown,1
secondary,jul,-1,blue-collar,no,no,45,0,1,cellular,married,0,yes,9,81,unknown,1
secondary,aug,-1,admin.,no,no,32,0,4,cellular,married,1052,yes,5,115,unknown,1
secondary,may,-1,technician,no,no,53,0,2,unknown,single,1564,no,6,184,unknown,1
tertiary,jun,-1,management,no,no,45,0,1,cellular,single,335,yes,21,126,unknown,1
secondary,aug,-1,management,no,no,34,0,1,unknown,married,-271,yes,7,382,unknown,1
tertiary,jun,-1,management,no,no,39,0,2,cellular,married,539,yes,28,761,unknown,1
primary,jun,-1,technician,no,no,57,0,2,unknown,married,1487,no,19,275,unknown,1
secondary,apr,-1,management,no,no,56,0,1,cellular,single,414,yes,19,1865,unknown,1
secondary,jun,-1,unemployed,no,no,41,0,1,cellular,divorced,42,yes,20,103,unknown,1
tertiary,oct,-1,management,no,no,42,0,1,cellular,single,0,no,19,152,other,1
secondary,may,-1,blue-collar,no,no,51,0,2,cellular,single,-1,yes,8,129,unknown,2
secondary,jul,-1,unknown,no,no,35,0,3,cellular,single,-342,no,12,188,unknown,1
secondary,jul,-1,retired,no,no,37,0,1,cellular,married,891,yes,12,111,failure,1
primary,may,182,management,no,no,35,0,2,cellular,married,462,yes,14,122,unknown,1
tertiary,may,-1,technician,no,no,43,0,1,unknown,single,-287,yes,14,7,unknown,1
primary,jul,-1,management,no,no,43,0,6,cellular,married,4660,yes,13,133,unknown,1
tertiary,apr,-1,technician,no,no,26,0,3,cellular,married,7,no,11,632,unknown,1
secondary,may,-1,management,no,no,55,0,4,unknown,married,339,yes,28,217,failure,2
secondary,aug,-1,blue-collar,no,no,53,0,3,unknown,married,-312,yes,18,7,unknown,1
secondary,aug,-1,services,no,no,40,0,2,cellular,married,-15,yes,20,124,unknown,1
primary,aug,-1,management,no,no,54,0,2,cellular,married,440,yes,18,196,unknown,2
secondary,jun,-1,technician,no,no,38,0,2,cellular,married,360,yes,14,110,unknown,1
tertiary,jun,-1,management,no,no,40,0,1,cellular,single,914,yes,23,183,unknown,1
secondary,may,-1,technician,yes,no,32,0,1,unknown,married,7509,no,9,972,unknown,1
secondary,nov,-1,blue-collar,no,no,33,0,1,cellular,married,752,no,20,223,unknown,1
tertiary,nov,-1,management,no,no,38,0,1,cellular,married,478,yes,16,130,unknown,1
secondary,may,167,management,no,no,47,0,2,cellular,married,595,yes,23,132,unknown,1
secondary,nov,-1,management,yes,no,36,0,4,cellular,married,53,no,30,1084,unknown,2
tertiary,jul,-1,housemaid,no,no,53,0,2,cellular,married,1013,yes,2,152,unknown,1
tertiary,feb,-1,blue-collar,no,no,53,0,1,cellular,married,1101,yes,18,79,unknown,1
secondary,jun,188,blue-collar,no,no,57,0,2,cellular,single,0,no,13,141,failure,1
tertiary,may,-1,housemaid,no,no,56,0,2,cellular,married,54,yes,7,163,unknown,1
secondary,may,-1,blue-collar,no,no,37,0,1,cellular,married,4381,no,13,0,failure,1
secondary,apr,-1,management,no,no,54,0,1,unknown,divorced,-355,yes,12,217,failure,1
secondary,jul,-1,blue-collar,no,no,40,0,1,cellular,single,407,yes,14,581,unknown,2
secondary,apr,-1,blue-collar,no,no,36,0,1,cellular,single,-227,no,11,102,unknown,1
tertiary,jun,-1,blue-collar,no,no,35,0,4,cellular,married,501,yes,29,111,unknown,1
secondary,jul,-1,technician,no,no,65,0,1,cellular,married,0,yes,2,107,unknown,1
tertiary,may,-1,blue-collar,no,no,50,0,2,cellular,married,589,yes,19,494,unknown,2
secondary,may,-1,admin.,no,no,46,0,2,unknown,single,626,no,14,107,unknown,1
secondary,jul,-1,blue-collar,yes,no,29,1,1,unknown,married,2978,no,2,158,unknown,1
tertiary,jun,-1,management,no,no,37,0,2,cellular,married,920,yes,4,21,unknown,1
primary,may,-1,admin.,no,no,39,0,2,cellular,single,57,yes,17,240,unknown,1
tertiary,jul,-1,management,no,no,45,0,1,cellular,married,1039,yes,25,632,unknown,1
secondary,may,-1,entrepreneur,no,no,37,0,2,cellular,married,0,no,19,172,unknown,1
secondary,jun,-1,blue-collar,no,no,59,0,1,cellular,married,630,yes,29,586,unknown,2
tertiary,nov,-1,services,no,no,40,0,2,cellular,divorced,0,yes,30,184,unknown,1
tertiary,jan,-1,technician,no,no,36,0,2,unknown,single,836,no,22,124,failure,1
secondary,may,-1,blue-collar,yes,no,45,0,1,cellular,married,78,yes,19,182,unknown,1
secondary,apr,-1,blue-collar,no,no,59,0,3,cellular,single,1836,yes,8,195,unknown,2
tertiary,aug,-1,admin.,no,no,26,0,3,cellular,single,557,yes,17,78,failure,1
secondary,jul,-1,admin.,no,no,43,0,1,cellular,single,125,yes,14,123,failure,1
secondary,feb,-1,management,no,no,48,0,2,unknown,married,580,yes,6,108,unknown,1
secondary,may,-1,blue-collar,no,no,43,0,2,cellular,married,217,no,15,916,unknown,1
secondary,may,-1,blue-collar,no,no,27,0,1,cellular,single,-1,no,29,132,unknown,1
secondary,jul,-1,admin.,no,no,58,0,1,unknown,married,2290,yes,12,54,unknown,1
secondary,may,-1,management,no,no,30,0,1,cellular,married,852,yes,30,246,unknown,1
secondary,nov,-1,admin.,no,no,38,0,1,cellular,married,3238,yes,13,891,unknown,1
tertiary,may,-1,management,no,no,26,0,2,cellular,married,416,no,11,112,unknown,1
secondary,apr,-1,management,no,no,40,0,2,cellular,married,74,yes,14,564,unknown,1
tertiary,jul,-1,entrepreneur,no,no,33,0,1,cellular,married,1616,yes,29,152,unknown,1
secondary,feb,-1,management,no,no,35,0,1,unknown,divorced,1636,yes,21,267,unknown,1
secondary,jul,-1,technician,no,no,40,0,2,cellular,single,2995,yes,13,130,unknown,1
tertiary,jul,-1,management,yes,no,40,0,4,unknown,single,1712,yes,14,812,unknown,1
secondary,apr,-1,management,yes,no,45,0,1,cellular,single,494,yes,6,106,unknown,1
secondary,jun,-1,blue-collar,no,no,32,0,4,cellular,married,870,no,15,333,unknown,1
tertiary,jun,-1,retired,no,no,45,0,1,cellular,single,916,yes,27,169,unknown,1
tertiary,may,-1,blue-collar,no,no,34,0,2,cellular,married,786,no,5,132,unknown,2
secondary,jul,-1,blue-collar,no,no,57,0,1,cellular,married,3,no,11,2,unknown,1
secondary,apr,-1,admin.,yes,no,35,0,1,cellular,married,23,no,29,122,unknown,1
secondary,apr,-1,services,no,no,42,0,1,unknown,divorced,2760,yes,19,168,unknown,1
tertiary,jul,-1,admin.,yes,no,41,0,1,cellular,married,-348,no,18,132,unknown,1
tertiary,nov,-1,blue-collar,no,no,60,0,1,cellular,single,1278,yes,2,253,unknown,1
secondary,jun,-1,management,no,no,32,0,1,cellular,single,1085,no,23,210,unknown,1
tertiary,may,-1,admin.,no,no,51,4,1,cellular,married,-290,no,29,796,unknown,1
tertiary,jul,-1,admin.,yes,no,27,0,2,cellular,married,2874,no,29,196,unknown,1
secondary,aug,175,management,no,no,31,0,2,cellular,single,525,yes,20,179,unknown,1
secondary,may,-1,blue-collar,no,no,46,0,1,cellular,married,406,no,30,182,unknown,1
tertiary,apr,-1,admin.,no,no,40,0,2,cellular,single,814,yes,16,158,failure,1
secondary,may,-1,technician,no,no,51,0,2,cellular,single,1629,yes,15,167,failure,2
primary,jul,-1,management,no,no,40,0,1,cellular,married,944,yes,15,112,unknown,1
secondary,mar,-1,admin.,no,no,58,0,1,cellular,married,10378,yes,16,105,unknown,1
secondary,may,-1,admin.,no,no,41,0,3,cellular,single,693,yes,12,691,unknown,1
tertiary,may,-1,blue-collar,yes,no,32,0,1,cellular,single,-304,yes,19,961,unknown,1
tertiary,jul,-1,management,no,no,41,0,3,cellular,single,3233,yes,20,119,unknown,1
secondary,may,-1,technician,no,no,40,0,1,cellular,divorced,842,yes,16,853,unknown,1
tertiary,may,-1,management,no,no,37,0,1,cellular,single,979,yes,11,206,unknown,1
secondary,may,-1,technician,no,no,30,0,3,cellular,single,782,yes,29,489,unknown,1
secondary,feb,-1,admin.,no,no,50,0,1,cellular,single,0,yes,23,126,unknown,2
tertiary,may,-1,retired,yes,no,37,0,2,cellular,divorced,0,yes,5,631,unknown,1
secondary,may,-1,technician,no,no,42,0,2,unknown,divorced,916,yes,6,111,unknown,1
secondary,nov,-1,technician,no,no,26,0,4,cellular,married,1415,yes,13,6,unknown,1
tertiary,may,-1,blue-collar,no,no,45,0,1,cellular,married,1187,yes,4,527,failure,1
tertiary,jun,-1,blue-collar,yes,no,50,2,4,cellular,married,526,no,4,63,unknown,1
secondary,jul,-1,blue-collar,no,no,54,0,1,unknown,single,1884,no,15,246,success,1
tertiary,jun,-1,management,no,no,53,0,6,cellular,married,2750,yes,20,642,unknown,1
secondary,may,-1,management,no,no,33,0,2,cellular,married,1409,yes,20,150,unknown,1
primary,may,-1,technician,no,no,38,0,1,cellular,single,31,yes,13,209,unknown,1
secondary,aug,-1,blue-collar,no,no,35,0,2,unknown,married,0,no,30,-1,failure,1
unknown,jul,-1,management,no,no,30,0,3,cellular,married,28,yes,12,-1,unknown,1
primary,aug,-1,blue-collar,yes,no,38,0,1,telephone,married,-339,yes,4,132,unknown,1
tertiary,may,-1,management,no,no,33,0,2,unknown,married,0,yes,28,658,unknown,1
secondary,aug,287,retired,no,no,36,0,2,cellular,single,121214,yes,30,136,unknown,2
secondary,jul,-1,services,no,no,33,0,16,unknown,married,574,yes,6,250,unknown,1
tertiary,may,-1,management,no,no,38,0,1,cellular,single,0,no,20,312,unknown,1
secondary,jul,-1,management,yes,no,49,0,4,cellular,married,784,yes,18,132,unknown,1
tertiary,apr,-1,blue-collar,no,no,53,0,2,cellular,married,0,yes,16,112,unknown,1
secondary,may,-1,admin.,no,no,56,0,1,cellular,single,1624,yes,14,124,failure,1
secondary,feb,-1,blue-collar,no,no,36,0,3,unknown,married,328,yes,15,41,unknown,1
secondary,jun,-1,technician,yes,no,58,0,2,cellular,married,134,no,28,-1,unknown,1
primary,aug,-1,technician,no,no,47,0,1,cellular,married,2094,no,12,532,unknown,1
unknown,aug,-1,management,no,no,30,0,1,unknown,single,1,yes,1,246,unknown,1
secondary,jul,-1,blue-collar,no,no,39,0,1,cellular,married,569,yes,19,85,unknown,1
tertiary,jul,-1,blue-collar,no,no,59,0,2,cellular,married,767,yes,29,182,unknown,1
secondary,apr,-1,technician,yes,no,43,0,2,cellular,married,1934,no,22,119,unknown,1
secondary,jun,-1,management,no,no,37,0,2,cellular,married,619,yes,16,967,unknown,2
secondary,may,-1,technician,no,no,35,0,3,cellular,married,186,no,11,270,unknown,1
secondary,aug,-1,blue-collar,yes,no,34,0,1,unknown,married,597,yes,16,257,unknown,1
tertiary,feb,-1,entrepreneur,no,no,37,0,2,unknown,single,-1,yes,22,459,unknown,1
unknown,may,-1,technician,no,no,39,0,4,cellular,divorced,681,yes,13,173,failure,1
secondary,aug,-1,technician,no,no,33,0,1,cellular,divorced,0,no,17,261,unknown,1
secondary,jul,-1,technician,yes,no,41,0,1,cellular,married,511,yes,15,476,unknown,1
secondary,jul,-1,blue-collar,yes,no,41,0,1,cellular,married,3204,yes,24,112,unknown,1
secondary,may,-1,technician,no,no,54,0,3,cellular,single,15,yes,29,163,unknown,1
secondary,jul,-1,technician,yes,no,41,0,1,cellular,married,1615,no,5,132,unknown,1
secondary,may,-1,technician,no,no,40,0,1,cellular,married,1861,no,29,375,unknown,1
tertiary,feb,-1,admin.,no,no,39,3,2,cellular,single,-271,yes,5,127,unknown,1
tertiary,may,-1,management,no,no,45,0,1,cellular,married,-231,yes,29,108,unknown,1
tertiary,jun,-1,blue-collar,yes,no,33,0,2,unknown,married,715,no,13,158,failure,1
secondary,jul,-1,management,no,no,28,0,4,unknown,married,-886,no,30,736,unknown,1
secondary,nov,-1,admin.,yes,no,41,0,3,cellular,married,1788,yes,4,631,success,1
secondary,apr,-1,management,no,no,31,0,2,cellular,single,1135,no,11,110,unknown,1
secondary,may,-1,admin.,yes,no,54,0,1,cellular,married,915,no,17,787,unknown,1
secondary,aug,-1,blue-collar,no,no,53,0,2,cellular,single,64,yes,7,77,unknown,1
tertiary,may,-1,technician,no,no,32,0,1,unknown,divorced,567,no,7,9,unknown,1
primary,aug,-1,admin.,no,no,42,0,1,unknown,single,-164,yes,17,124,unknown,1
tertiary,nov,-1,admin.,yes,no,52,0,2,cellular,single,969,no,31,169,failure,1
secondary,may,-1,blue-collar,no,no,38,0,2,cellular,married,2147,yes,14,1122,unknown,1
secondary,aug,-1,management,no,no,59,0,4,cellular,divorced,724,no,9,62,unknown,1
primary,feb,-1,technician,yes,no,42,0,1,cellular,single,3,yes,18,122,unknown,2
secondary,may,-1,blue-collar,no,no,47,3,3,unknown,married,-1,no,30,1063,unknown,1
secondary,nov,-1,blue-collar,no,no,30,0,1,cellular,married,-270,no,27,126,unknown,1
tertiary,aug,-1,entrepreneur,no,no,33,0,4,cellular,married,-913,yes,21,173,unknown,1
secondary,apr,-1,services,no,no,32,0,2,cellular,married,49,no,22,110,unknown,1
tertiary,jul,-1,services,no,no,28,0,3,unknown,single,0,yes,19,152,unknown,1
secondary,may,-1,blue-collar,no,no,34,0,1,cellular,married,0,yes,19,270,failure,2
tertiary,aug,-1,blue-collar,no,no,31,0,2,cellular,married,1779,no,28,619,unknown,1
secondary,nov,-1,admin.,yes,no,41,0,2,cellular,divorced,1358,no,23,184,unknown,1
primary,jul,-1,management,no,no,49,0,4,unknown,divorced,2980,yes,4,237,unknown,2
secondary,may,-1,blue-collar,no,no,49,0,1,cellular,married,0,no,7,123,unknown,2
tertiary,may,-1,blue-collar,no,no,43,0,3,cellular,single,-355,yes,14,184,unknown,1
tertiary,nov,-1,admin.,no,no,33,0,1,cellular,single,714,no,2,104,unknown,1
secondary,may,-1,management,yes,no,48,0,2,unknown,married,393,yes,15,859,unknown,1
secondary,jul,-1,technician,no,no,44,2,3,cellular,married,3962,no,26,138,unknown,1
secondary,may,-1,management,no,no,29,0,1,cellular,married,0,yes,20,111,unknown,1
tertiary,may,-1,blue-collar,yes,no,50,0,1,cellular,single,605,no,14,172,failure,1
